,Nodraft,Yesdraft,Player,Team,Conference
2351,0.998,0.002,John-Michael Mulloy,Butler,BE
2352,1.0,0.0,Mike Parker,Butler,BE
2353,0.996,0.004,Lester Quinones,Memphis,Amer
2354,1.0,0.0,Japannah Kellogg III,Green Bay,Horz
2355,0.994,0.006,Lucas Stieber,Green Bay,Horz
2356,0.996,0.004,Jordan Dingle,Penn,Ivy
2357,0.976,0.024,Keegan Records,Colgate,Pat
2358,1.0,0.0,Tevin Brewer,FIU,CUSA
2359,0.998,0.002,Max Martz,Penn,Ivy
2360,1.0,0.0,Max Lorca-Lloyd,Penn,Ivy
2361,1.0,0.0,Lucas Monroe,Penn,Ivy
2362,1.0,0.0,Moulaye Sissoko,Dayton,A10
2363,0.976,0.024,Quinten Post,Boston College,ACC
2364,1.0,0.0,Tyson Jackson,New Orleans,Slnd
2365,0.986,0.014,Matt van Komen,Saint Mary's,WCC
2366,1.0,0.0,Justin Rumph,Mississippi St.,SEC
2367,1.0,0.0,Golden Dike,Loyola MD,Pat
2368,0.97,0.03,Iverson Molinar,Mississippi St.,SEC
2369,1.0,0.0,Luka Jaksic,St. Francis NY,NEC
2370,0.996,0.004,Quincy Olivari,Rice,CUSA
2371,0.998,0.002,Jan Zidek,Pepperdine,WCC
2372,1.0,0.0,Majok Deng,Pepperdine,WCC
2373,0.998,0.002,Imajae Dodd,Charleston Southern,BSth
2374,0.994,0.006,Jake Boggs,South Florida,Amer
2375,1.0,0.0,Sedrick Altman,Rider,MAAC
2376,0.994,0.006,Lance Coleman II,Cal St. Northridge,BW
2377,1.0,0.0,Ben Moffat,Rice,CUSA
2378,1.0,0.0,Owen McCormack,Presbyterian,BSth
2379,0.996,0.004,Tommy Bruner,Jacksonville,ASun
2380,1.0,0.0,Wilfried Likayi,Coastal Carolina,SB
2381,0.996,0.004,Khydarius Smith,USC Upstate,BSth
2382,0.998,0.002,Garrick Green,Coastal Carolina,SB
2383,0.998,0.002,Keishawn Brewton,Buffalo,MAC
2384,0.99,0.01,Tristen Newton,East Carolina,Amer
2385,0.996,0.004,Sean Sutherlin,Minnesota,B10
2386,0.972,0.028,Brandon Suggs,East Carolina,Amer
2387,1.0,0.0,Logan Curtis,Delaware,CAA
2388,0.992,0.008,Wendell Moore Jr.,Duke,ACC
2389,1.0,0.0,Ben Hendriks,Ball St.,MAC
2390,0.998,0.002,Nick Johnson,New Hampshire,AE
2391,1.0,0.0,Jacob Groves,Oklahoma,B12
2392,0.984,0.016,Oscar Tshiebwe,Kentucky,SEC
2393,0.994,0.006,B. Artis White,Western Michigan,MAC
2394,0.996,0.004,Sean McNeil,West Virginia,B12
2395,0.976,0.024,J'Wan Roberts,Houston,Amer
2396,0.976,0.024,D.J. Jeffries,Mississippi St.,SEC
2397,1.0,0.0,Akrum Ahemed,Canisius,MAAC
2398,1.0,0.0,Jake Kyman,UCLA,P12
2399,0.998,0.002,Harry Morrice,North Carolina A&T,MEAC
2400,1.0,0.0,Russell Jones Jr.,Winthrop,BSth
2401,0.994,0.006,Jamal King,Winthrop,BSth
2402,1.0,0.0,Marko Lukic,Little Rock,SB
2403,0.998,0.002,Ralph Agee,Rutgers,B10
2404,1.0,0.0,Isaiah Lewis,Northern Arizona,BSky
2405,1.0,0.0,Isaiah Gross,Coppin St.,MEAC
2406,1.0,0.0,Trever Irish,Long Beach St.,BW
2407,1.0,0.0,Arnold Henderson VI,VCU,A10
2408,0.988,0.012,Hason Ward,VCU,A10
2409,0.998,0.002,TJ Nagy,Wright St.,Horz
2410,0.96,0.04,John-Michael Wright,High Point,BSth
2411,1.0,0.0,Brenden Tucker,College of Charleston,CAA
2412,1.0,0.0,Trevon Reddish,Presbyterian,BSth
2413,0.996,0.004,Dan Petcash,Binghamton,AE
2414,0.986,0.014,Justin Moore,Villanova,BE
2415,1.0,0.0,Chris Arcidiacono,Villanova,BE
2416,0.998,0.002,Dane Quest,Tennessee Tech,OVC
2417,1.0,0.0,Lok Wur,Oregon,P12
2418,0.982,0.018,C.J. Walker,UCF,Amer
2419,0.996,0.004,Chandler Lawson,Memphis,Amer
2420,1.0,0.0,Boo Buie,Northwestern,B10
2421,0.996,0.004,Christian Ray,La Salle,A10
2422,0.978,0.022,Noah Carter,Northern Iowa,MVC
2423,1.0,0.0,Romar Reid,Manhattan,MAAC
2424,0.996,0.004,Adam Cisse,Manhattan,MAAC
2425,0.998,0.002,James Betz,Northern Iowa,MVC
2426,1.0,0.0,Filippos Gkogkos,Miami FL,ACC
2427,1.0,0.0,Lenny Ricca,Florida Gulf Coast,ASun
2428,1.0,0.0,Cyrus Largie,Florida Gulf Coast,ASun
2429,1.0,0.0,Chance Jackson,Florida Gulf Coast,ASun
2430,1.0,0.0,Derek Krogmann,Northern Iowa,MVC
2431,0.996,0.004,Tre Williams,Duquesne,A10
2432,0.998,0.002,Jelly Walker,UAB,CUSA
2433,0.996,0.004,Paxson Wojcik,Brown,Ivy
2434,0.998,0.002,Keith Clemons,Loyola Chicago,MVC
2435,1.0,0.0,Alec Zaccardo,Tulane,Amer
2436,1.0,0.0,EJ Bellinger,Belmont,OVC
2437,1.0,0.0,Avery Felts,Arkansas St.,SB
2438,1.0,0.0,Malcolm Farrington,Arkansas St.,SB
2439,0.986,0.014,Tray Jackson,Seton Hall,BE
2440,1.0,0.0,Prosper Obidiebube,Longwood,BSth
2441,0.988,0.012,Joe Pridgen,Northeastern,CAA
2442,1.0,0.0,Grant Ledford,Chattanooga,SC
2443,1.0,0.0,Jason Holliday,Southern,SWAC
2444,1.0,0.0,Vito Cubrilo,Northeastern,CAA
2445,1.0,0.0,Sam Freeman,Pacific,WCC
2446,1.0,0.0,Isaiah Powell,Vermont,AE
2447,0.968,0.032,Jubrile Belo,Montana St.,BSky
2448,0.982,0.018,Tyson Walker,Michigan St.,B10
2449,0.996,0.004,Dakota Rivers,Florida Gulf Coast,ASun
2450,1.0,0.0,Qwanzi Samuels,George Washington,A10
2451,1.0,0.0,Brycen Goodine,Providence,BE
2452,0.948,0.052,Quincy Guerrier,Oregon,P12
2453,1.0,0.0,Joseph Girard III,Syracuse,ACC
2454,1.0,0.0,John Bol Ajak,Syracuse,ACC
2455,0.998,0.002,Jaren Holmes,St. Bonaventure,A10
2456,1.0,0.0,Zion Williams,Gardner Webb,BSth
2457,0.998,0.002,Jesse Edwards,Syracuse,ACC
2458,1.0,0.0,Riley Burger,Bradley,MVC
2459,1.0,0.0,Fred Rullo IV,Delaware,CAA
2460,0.858,0.142,Max Abmas,Oral Roberts,Sum
2461,1.0,0.0,Matt Frost,Purdue,B10
2462,0.996,0.004,Elijah Lufile,Oral Roberts,Sum
2463,0.982,0.018,Jonathan Jackson Jr.,Tarleton St.,WAC
2464,1.0,0.0,Chase Coleman,Virginia,ACC
2465,1.0,0.0,Mark Carter,Alcorn St.,SWAC
2466,1.0,0.0,Tre Armstrong,Cal Baptist,WAC
2467,0.996,0.004,Reed Nottage,Cal Baptist,WAC
2468,1.0,0.0,Michael Shanks,Belmont,OVC
2469,0.93,0.07,Tyson Etienne,Wichita St.,Amer
2470,0.998,0.002,Darin Green Jr.,UCF,Amer
2471,1.0,0.0,Ibrahim Famouke Doumbia,Cal St. Fullerton,BW
2472,1.0,0.0,Harwin Francois,McNeese St.,Slnd
2473,0.976,0.024,Oscar Lopez Jr.,Central Michigan,MAC
2474,0.988,0.012,T.J. Bickerstaff,Boston College,ACC
2475,1.0,0.0,Mate Okros,Drexel,CAA
2476,0.996,0.004,Hunter McIntosh,Elon,CAA
2477,0.998,0.002,Gabe Quinnett,Idaho,BSky
2478,1.0,0.0,Andrew Muse,Appalachian St.,SB
2479,0.986,0.014,Patrick McCaffery,Iowa,B10
2480,1.0,0.0,DeWayne Cox,Prairie View A&M,SWAC
2481,1.0,0.0,Bryant Greene,Appalachian St.,SB
2482,0.99,0.01,Essam Mostafa,Coastal Carolina,SB
2483,1.0,0.0,Patrick Kelly,Fordham,A10
2484,1.0,0.0,Jordan Turner,Baylor,B12
2485,0.986,0.014,Jalen Hawkins,Norfolk St.,MEAC
2486,1.0,0.0,Malik Smiley,Alabama St.,SWAC
2487,0.986,0.014,Cam Spencer,Loyola MD,Pat
2488,0.994,0.006,Alfonso Plummer,Illinois,B10
2489,1.0,0.0,Brendan Wenzel,Wyoming,MWC
2490,0.99,0.01,Branden Carlson,Utah,P12
2491,1.0,0.0,Perry Cowan,Brown,Ivy
2492,1.0,0.0,Dan Friday,Brown,Ivy
2493,1.0,0.0,Alonzo Gaffney,Arizona St.,P12
2494,0.984,0.016,Eric Dixon,Villanova,BE
2495,0.996,0.004,Jamir Thomas,Youngstown St.,Horz
2496,0.938,0.062,Enrique Freeman,Akron,MAC
2497,0.998,0.002,Khristion Courseault,Houston Baptist,Slnd
2498,1.0,0.0,Julius Dixon,Morehead St.,OVC
2499,0.994,0.006,Ta'lon Cooper,Morehead St.,OVC
2500,0.878,0.122,Grant Sherfield,Nevada,MWC
2501,1.0,0.0,Denijay Harris,Southern Miss,CUSA
2502,0.996,0.004,LJ Bryan,Morehead St.,OVC
2503,1.0,0.0,Tyzhaun Claude,Morehead St.,OVC
2504,1.0,0.0,Ques Glover,Samford,SC
2505,1.0,0.0,"KJ Hunt, Jr.",Denver,Sum
2506,1.0,0.0,Kwane Marble II,Loyola Marymount,WCC
2507,1.0,0.0,Carson Bischoff,UT Arlington,SB
2508,1.0,0.0,Harminder Dhaliwal,San Jose St.,MWC
2509,1.0,0.0,Alec Woodard,Austin Peay,OVC
2510,1.0,0.0,Liam McChesney,Illinois St.,MVC
2511,1.0,0.0,Erik Czumbel,UTSA,CUSA
2512,0.996,0.004,Olivier Nkamhoua,Tennessee,SEC
2513,0.992,0.008,Jordan Skipper-Brown,Murray St.,OVC
2514,1.0,0.0,O'Neil McBride,Clemson,ACC
2515,0.996,0.004,Coryon Mason,Abilene Christian,Slnd
2516,1.0,0.0,George Dixon,Western Illinois,Sum
2517,0.996,0.004,Keondre Kennedy,UMBC,AE
2518,1.0,0.0,Allan Jeanne-Rose,Fairfield,MAAC
2519,1.0,0.0,Takori Rooks,Pacific,WCC
2520,0.998,0.002,George Tinsley,Binghamton,AE
2521,1.0,0.0,Jordan Hairston,UNC Asheville,BSth
2522,1.0,0.0,Roy Dixon III,Northwestern,B10
2523,1.0,0.0,Amadou Sylla,Tennessee Tech,OVC
2524,0.998,0.002,Joel Brown,California,P12
2525,0.992,0.008,Ador Athuai,Binghamton,AE
2526,1.0,0.0,Kenan Blackshear,Nevada,MWC
2527,1.0,0.0,Davonte Gaines,George Mason,A10
2528,0.998,0.002,Kayne Henry,Jacksonville St.,OVC
2529,1.0,0.0,Martin Roub,Jacksonville St.,OVC
2530,1.0,0.0,Jeffery Armstrong,Southern Miss,CUSA
2531,0.996,0.004,Hunter Dean,George Washington,A10
2532,0.998,0.002,Jaxon Etter,Georgia,SEC
2533,1.0,0.0,Rodney Howard,Georgia Tech,ACC
2534,0.996,0.004,Casey Morsell,North Carolina St.,ACC
2535,1.0,0.0,Ebby Asamoah,Delaware,CAA
2536,0.998,0.002,Harlond Beverly,Miami FL,ACC
2537,0.998,0.002,Tyler Robertson,Portland,WCC
2538,0.998,0.002,Kevin Easley Jr.,Duquesne,A10
2539,0.986,0.014,Johnny McCoy,Delaware,CAA
2540,0.934,0.066,Isaiah Wong,Miami FL,ACC
2541,1.0,0.0,Sammy Hunter,Mississippi,SEC
2542,1.0,0.0,Rod Thomas,Murray St.,OVC
2543,0.944,0.056,Johnny Juzang,UCLA,P12
2544,1.0,0.0,Brennan Canada,Kentucky,SEC
2545,1.0,0.0,Will Baker,Nevada,MWC
2546,1.0,0.0,Donovan Williams,UNLV,MWC
2547,1.0,0.0,Jared Wulbrun,Purdue,B10
2548,0.998,0.002,Jalen Windham,Ball St.,MAC
2549,1.0,0.0,Dimitrios Klonaras,California,P12
2550,1.0,0.0,Emmanuel Onuama,Columbia,Ivy
2551,1.0,0.0,Shereef Mitchell,Creighton,BE
2552,1.0,0.0,Cameron Shockley-Okeke,Columbia,Ivy
2553,0.992,0.008,Nick Stampley,Troy,SB
2554,1.0,0.0,Eddie Turner III,Columbia,Ivy
2555,0.982,0.018,Joel Soriano,St. John's,BE
2556,0.994,0.006,DJ Horne,Arizona St.,P12
2557,0.99,0.01,Christian Braun,Kansas,B12
2558,0.998,0.002,Michael Savarino,Duke,ACC
2559,1.0,0.0,Keenan Worthington,Duke,ACC
2560,1.0,0.0,Tristan Enaruna,Iowa St.,B12
2561,0.994,0.006,Javin Etzler,Miami OH,MAC
2562,0.942,0.058,Jalen Wilson,Kansas,B12
2563,1.0,0.0,Dae Dae Grant,Miami OH,MAC
2564,1.0,0.0,Michael Jankovich,Kansas,B12
2565,1.0,0.0,PJ Henry,Texas Southern,SWAC
2566,0.992,0.008,Jahcobi Neath,Wisconsin,B10
2567,1.0,0.0,Jonas Munson,Central Arkansas,Slnd
2568,0.962,0.038,Joe Toussaint,Iowa,B10
2569,0.996,0.004,Kvonn Cramer,Hofstra,CAA
2570,1.0,0.0,Collin Cooper,Central Arkansas,Slnd
2571,1.0,0.0,Derrick Carter-Hollinger,Montana,BSky
2572,0.978,0.022,Tariq Ingraham,Wake Forest,ACC
2573,0.998,0.002,Dischon Thomas,Colorado St.,MWC
2574,1.0,0.0,DQ Nicholas,Southeast Missouri St.,OVC
2575,0.99,0.01,Broc Finstuen,Cleveland St.,Horz
2576,1.0,0.0,Emmanuel Bandoumel,SMU,Amer
2577,0.996,0.004,Steve Settle III,Howard,MEAC
2578,0.992,0.008,Wayne Bristol Jr.,Howard,MEAC
2579,1.0,0.0,Ajang Aguek,Northern Arizona,BSky
2580,1.0,0.0,CJ Haut,Air Force,MWC
2581,1.0,0.0,Ty Gordon,Nicholls St.,Slnd
2582,0.97,0.03,Jahmir Young,Charlotte,CUSA
2583,1.0,0.0,Caleb Stone-Carrawell,Austin Peay,OVC
2584,1.0,0.0,Ahmard Harvey,Coastal Carolina,SB
2585,1.0,0.0,Travion McCray,Western Carolina,SC
2586,0.998,0.002,Jalen Benjamin,Mount St. Mary's,NEC
2587,1.0,0.0,Max Brackmann,Southeastern Louisiana,Slnd
2588,1.0,0.0,Tyler Harris,Western Carolina,SC
2589,1.0,0.0,Ahmir Langlais,USC Upstate,BSth
2590,1.0,0.0,Greg Dolan,Cornell,Ivy
2591,1.0,0.0,Sam DeVault,Bellarmine,ASun
2592,0.964,0.036,Marcus Tsohonis,VCU,A10
2593,1.0,0.0,Isaiah Palermo,Little Rock,SB
2594,0.988,0.012,Pierre Crockrell II,Pacific,WCC
2595,1.0,0.0,Cameron Tucker,Alabama A&M,SWAC
2596,0.998,0.002,Kamdyn Curfman,VMI,SC
2597,0.998,0.002,Jalen Johnson,Alabama A&M,SWAC
2598,0.9,0.1,Douglas Wilson,South Dakota St.,Sum
2599,1.0,0.0,Tory San Antonio,Cal St. Fullerton,BW
2600,0.968,0.032,Baylor Scheierman,South Dakota St.,Sum
2601,1.0,0.0,RayJ Dennis,Toledo,MAC
2602,0.912,0.088,Noah Freidel,South Dakota St.,Sum
2603,0.978,0.022,Josiah-Jordan James,Tennessee,SEC
2604,1.0,0.0,Drew Pember,UNC Asheville,BSth
2605,0.998,0.002,Mahki Morris,Abilene Christian,Slnd
2606,0.986,0.014,Marvin Johnson,Oklahoma,B12
2607,1.0,0.0,Chris Maidoh,Fairfield,MAAC
2608,0.994,0.006,Jamison Overton,Weber St.,BSky
2609,0.994,0.006,Airion Simmons,Abilene Christian,Slnd
2610,1.0,0.0,Mark Henry,Fairfield,MAAC
2611,1.0,0.0,Nathan Johnson,UMBC,AE
2612,0.982,0.018,Ben Krikke,Valparaiso,MVC
2613,1.0,0.0,Nate Allison,Navy,Pat
2614,0.998,0.002,Lagio Grantsaan,Morgan St.,MEAC
2615,1.0,0.0,Isaiah Garcia,UT Rio Grande Valley,WAC
2616,0.998,0.002,Jared Barnett,San Diego St.,MWC
2617,0.954,0.046,Tanner Holden,Wright St.,Horz
2618,1.0,0.0,Collin Warren,McNeese St.,Slnd
2619,1.0,0.0,Bryson Langdon,Northern Kentucky,Horz
2620,0.99,0.01,Lance Terry,Gardner Webb,BSth
2621,1.0,0.0,Chris Harris,Southeast Missouri St.,OVC
2622,0.994,0.006,Sam Griffin,Tulsa,Amer
2623,1.0,0.0,Jarvis Vaughan,Monmouth,MAAC
2624,1.0,0.0,Nicolas Elame,UT Arlington,SB
2625,1.0,0.0,Kenny Foster,Wyoming,MWC
2626,1.0,0.0,Chris Mann,Army,Pat
2627,0.998,0.002,Carlos Paez,Austin Peay,OVC
2628,1.0,0.0,Micah Burno,Arizona St.,P12
2629,1.0,0.0,Sean Bairstow,Utah St.,MWC
2630,0.992,0.008,Kuba Karwowski,Sam Houston St.,WAC
2631,1.0,0.0,John Olmsted,Arizona St.,P12
2632,0.998,0.002,Khalid Thomas,Portland St.,BSky
2633,0.998,0.002,Antavion Collum,Cal St. Bakersfield,BW
2634,1.0,0.0,Zeb Graham,Presbyterian,BSth
2635,1.0,0.0,Mason Gillis,Purdue,B10
2636,1.0,0.0,Carrington McCaskill,Florida Atlantic,CUSA
2637,1.0,0.0,Dou Gueye,Louisiana Lafayette,SB
2638,1.0,0.0,Reggie James,Coppin St.,MEAC
2639,0.996,0.004,Mike Peake,New Mexico St.,WAC
2640,0.994,0.006,Nick Ongenda,DePaul,BE
2641,1.0,0.0,Harrison Young,TCU,B12
2642,1.0,0.0,Josh Navarro,Fordham,A10
2643,1.0,0.0,Matt Kormylo,Charleston Southern,BSth
2644,1.0,0.0,Charlie Easley,South Dakota St.,Sum
2645,1.0,0.0,Deng Adiang,Vermont,AE
2646,1.0,0.0,Luis Rivas,McNeese St.,Slnd
2647,1.0,0.0,Connor Braun,Northeastern,CAA
2648,0.992,0.008,Mattia Acunzo,Robert Morris,Horz
2649,0.994,0.006,Issac McBride,Oral Roberts,Sum
2650,1.0,0.0,KJ Johnson,Lipscomb,ASun
2651,1.0,0.0,Xavier Johnson,George Mason,A10
2652,1.0,0.0,Codey Bates,Austin Peay,OVC
2653,1.0,0.0,Aria Eskandari,Cleveland St.,Horz
2654,1.0,0.0,Jeremy Sanchez,Cleveland St.,Horz
2655,1.0,0.0,Michael Shipp,Indiana,B10
2656,0.998,0.002,Solomon Hunt,Chicago St.,WAC
2657,1.0,0.0,Ke'Sean Davis,Chicago St.,WAC
2658,0.996,0.004,Andrew Lewis,Chicago St.,WAC
2659,1.0,0.0,Bryce Earle,Hampton,BSth
2660,0.776,0.224,Qudus Wahab,Maryland,B10
2661,0.988,0.012,Timothy Ighoefe,Georgetown,BE
2662,1.0,0.0,Chuma Azinge,Georgetown,BE
2663,0.996,0.004,Malcolm Wilson,Georgetown,BE
2664,1.0,0.0,Elijah Bowens,Morgan St.,MEAC
2665,1.0,0.0,Jon Coleman,UAB,CUSA
2666,1.0,0.0,Brandon Bridgewater,LIU Brooklyn,NEC
2667,1.0,0.0,Devin Nicholson,LIU Brooklyn,NEC
2668,1.0,0.0,Adam Cottrell,Alabama,SEC
2669,1.0,0.0,Chandler Leopard,Auburn,SEC
2670,1.0,0.0,Jordan Johnson,Mississippi Valley St.,SWAC
2671,1.0,0.0,Michael Quinn,Boston University,Pat
2672,0.998,0.002,Drew Weikert,Vanderbilt,SEC
2673,1.0,0.0,Jalen Milner,Coastal Carolina,SB
2674,1.0,0.0,Jared Becker,Dayton,A10
2675,0.998,0.002,John Stansbury,Delaware St.,MEAC
2676,1.0,0.0,Drew Swerlein,Dayton,A10
2677,1.0,0.0,Tim Uzoegbu,Boston University,Pat
2678,1.0,0.0,Tarkan Taboglu,Boston University,Pat
2679,1.0,0.0,Leroy Moore,Delaware St.,MEAC
2680,1.0,0.0,Ryan Heath,Denver,Sum
2681,1.0,0.0,James Sanders IV,Denver,Sum
2682,1.0,0.0,Jonathan Noel,Boston College,ACC
2683,1.0,0.0,Will Graves,Gonzaga,WCC
2684,1.0,0.0,Cleveland Yates,Florida St.,ACC
2685,1.0,0.0,Wells Hoag,Clemson,ACC
2686,1.0,0.0,Brendan Martin,Quinnipiac,MAAC
2687,1.0,0.0,Mikal Dawson,Akron,MAC
2688,1.0,0.0,Santiago Vescovi,Tennessee,SEC
2689,1.0,0.0,JeMar Lincoln,Georgia Southern,SB
2690,0.998,0.002,Jordan Mains,Arizona,P12
2691,0.996,0.004,Chris Moore,Auburn,SEC
2692,1.0,0.0,Nick Ferrarini,Nebraska Omaha,Sum
2693,0.998,0.002,Miles Coleman,NJIT,AE
2694,0.998,0.002,Marcus Dockery,Maryland,B10
2695,1.0,0.0,Nico Galette,Sacred Heart,NEC
2696,0.996,0.004,Mike Hood,Coppin St.,MEAC
2697,1.0,0.0,Fidelis Okereke,Cal St. Northridge,BW
2698,0.972,0.028,Mwani Wilkinson,LSU,SEC
2699,1.0,0.0,Kris Murray,Iowa,B10
2700,1.0,0.0,DJ Davis,UC Irvine,BW
2701,1.0,0.0,Josh Ogundele,Iowa,B10
2702,1.0,0.0,Hunter Ruck,UC Irvine,BW
2703,1.0,0.0,Laurynas Vaistaras,Campbell,BSth
2704,0.998,0.002,Jalen Brown,Pacific,WCC
2705,1.0,0.0,Cam Clardy,UTEP,CUSA
2706,1.0,0.0,Matthew Levis,Seattle,WAC
2707,1.0,0.0,Jesper Granlund,Longwood,BSth
2708,0.99,0.01,David Bohm,Northern Kentucky,Horz
2709,0.998,0.002,Jahari Long,Seton Hall,BE
2710,1.0,0.0,Shaft Clark,Delaware St.,MEAC
2711,0.99,0.01,Dylan Addae-Wusu,St. John's,BE
2712,0.994,0.006,Jordan Wood,Howard,MEAC
2713,1.0,0.0,Martez Robinson,Delaware St.,MEAC
2714,1.0,0.0,Nick Pappas,Milwaukee,Horz
2715,0.986,0.014,Thomas Weaver,Howard,MEAC
2716,1.0,0.0,Chris Biekeu,Towson,CAA
2717,1.0,0.0,Travis Henson,Cal St. Bakersfield,BW
2718,1.0,0.0,Noel Brown,George Washington,A10
2719,0.994,0.006,Dillon Jones,Weber St.,BSky
2720,1.0,0.0,Ishmael Leggett,Rhode Island,A10
2721,1.0,0.0,Frank Anselem,Syracuse,ACC
2722,0.998,0.002,Ryan Claflin,Green Bay,Horz
2723,1.0,0.0,Carlos Rosario,Washington St.,P12
2724,1.0,0.0,Mike DiGiulio,Kent St.,MAC
2725,1.0,0.0,Quinlan Bennett,Western Illinois,Sum
2726,1.0,0.0,Jack Brown,Fairfield,MAAC
2727,1.0,0.0,Matthew Nicholson,Northwestern,B10
2728,1.0,0.0,Ricardo Wright,Marist,MAAC
2729,1.0,0.0,Hakim Byrd,UMBC,AE
2730,1.0,0.0,Nate Buss,Winthrop,BSth
2731,1.0,0.0,Raheim Sullivan,Marist,MAAC
2732,1.0,0.0,Javon Cooley,Marist,MAAC
2733,1.0,0.0,Toneari Lane,Winthrop,BSth
2734,1.0,0.0,Keaton Turner,Wofford,SC
2735,0.984,0.016,Kelton Talford,Winthrop,BSth
2736,0.994,0.006,Rayshon Harrison,Presbyterian,BSth
2737,1.0,0.0,Trae Broadnax,Navy,Pat
2738,0.982,0.018,Jeremiah Williams,Temple,Amer
2739,1.0,0.0,Austin Inge,Navy,Pat
2740,1.0,0.0,Kobe Clark,Georgetown,BE
2741,1.0,0.0,Quincy Ademokoya,Temple,Amer
2742,1.0,0.0,Jordan Davis,Wisconsin,B10
2743,1.0,0.0,Dwayne Walker,Grambling St.,SWAC
2744,1.0,0.0,Nicholas McMullen,Murray St.,OVC
2745,1.0,0.0,Rudi Williams,Coastal Carolina,SB
2746,1.0,0.0,Camren Pierce,Cal Poly,BW
2747,1.0,0.0,Sam Grace,UMBC,AE
2748,1.0,0.0,Trevon Allfrey,Dixie St.,WAC
2749,1.0,0.0,Emad Elniel,Dixie St.,WAC
2750,0.996,0.004,Connor Kochera,William & Mary,CAA
2751,1.0,0.0,Yuri Covington,William & Mary,CAA
2752,1.0,0.0,Andre Mulibea,Dixie St.,WAC
2753,0.992,0.008,Frank Staine,Dixie St.,WAC
2754,1.0,0.0,Jake Milkereit,William & Mary,CAA
2755,0.994,0.006,Cameron Gooden,Dixie St.,WAC
2756,1.0,0.0,Keishon Porter,Radford,BSth
2757,1.0,0.0,Sawyer Wright,North Alabama,ASun
2758,1.0,0.0,Coleman Barranco,North Alabama,ASun
2759,1.0,0.0,Myles Hunter,Youngstown St.,Horz
2760,1.0,0.0,Joe Anderson,Furman,SC
2761,1.0,0.0,Alexander Nwagha,Northeastern,CAA
2762,1.0,0.0,Tristan da Silva,Colorado,P12
2763,0.994,0.006,Nique Clifford,Colorado,P12
2764,1.0,0.0,Aidan McCool,Maryland,B10
2765,1.0,0.0,Jaylen Cole-Williams,Duquesne,A10
2766,0.998,0.002,Craig Porter Jr.,Wichita St.,Amer
2767,1.0,0.0,Levelle Zeigler,Chicago St.,WAC
2768,1.0,0.0,Alec Oglesby,UNC Wilmington,CAA
2769,1.0,0.0,Demetrius Terry,Cleveland St.,Horz
2770,0.998,0.002,Mason Madsen,Cincinnati,Amer
2771,0.998,0.002,Gabe Madsen,Utah,P12
2772,0.936,0.064,Tari Eason,LSU,SEC
2773,0.964,0.036,Jahmyl Telfort,Northeastern,CAA
2774,0.998,0.002,Malik Muhammad,Southern Utah,BSky
2775,1.0,0.0,Mike Saunders Jr.,Cincinnati,Amer
2776,0.996,0.004,Aundre Polk,Central Michigan,MAC
2777,1.0,0.0,Cody Carlson,Weber St.,BSky
2778,1.0,0.0,Brandon Warr,BYU,WCC
2779,0.998,0.002,Drake Dobbs,Liberty,ASun
2780,1.0,0.0,Isaiah Johnson,Oregon St.,P12
2781,0.996,0.004,Tegra Izay,La Salle,A10
2782,0.992,0.008,Latrell Wrightsell Jr.,Cal St. Fullerton,BW
2783,0.99,0.01,Micaiah Abii,Liberty,ASun
2784,1.0,0.0,Donovan Newby,Milwaukee,Horz
2785,1.0,0.0,Logan Cremonesi,UCLA,P12
2786,1.0,0.0,Logan McLaughlin,Abilene Christian,Slnd
2787,0.992,0.008,Cameron Steele,Abilene Christian,Slnd
2788,0.958,0.042,Jaylen Clark,UCLA,P12
2789,1.0,0.0,Jameson Richardson,Abilene Christian,Slnd
2790,1.0,0.0,Keon Ambrose-Hylton,Alabama,SEC
2791,1.0,0.0,Vasja Pandza,Seattle,WAC
2792,1.0,0.0,Isaac Miller,Eastern Illinois,OVC
2793,0.998,0.002,DeMarr Langford Jr.,Boston College,ACC
2794,1.0,0.0,Seybian Sims,Northern Kentucky,Horz
2795,0.996,0.004,Tim Holland Jr.,Arkansas St.,SB
2796,1.0,0.0,Kurt Samuels Jr.,William & Mary,CAA
2797,0.998,0.002,Deven Richmond,Howard,MEAC
2798,0.994,0.006,Johnathan DeJurnett,Fort Wayne,Horz
2799,1.0,0.0,Richie Greaves,UMass Lowell,AE
2800,1.0,0.0,Mohamed Diallo,Stony Brook,AE
2801,1.0,0.0,Jarvis Walker,Fort Wayne,Horz
2802,1.0,0.0,Tarig Eisa,Lamar,Slnd
2803,1.0,0.0,Kasen Harrison,Lamar,Slnd
2804,1.0,0.0,Ethan Lynch,Campbell,BSth
2805,0.996,0.004,Isaiah Cottrell,West Virginia,B12
2806,1.0,0.0,Lincoln Smith,Lamar,Slnd
2807,1.0,0.0,Trey South,Central Arkansas,Slnd
2808,1.0,0.0,Kragen Bradley,Central Arkansas,Slnd
2809,1.0,0.0,Jahvon Smith,Florida A&M,MEAC
2810,1.0,0.0,Marco Morency,Alcorn St.,SWAC
2811,1.0,0.0,DJ Jackson,Alabama St.,SWAC
2812,1.0,0.0,Jamari Sibley,UTEP,CUSA
2813,0.998,0.002,T.J. Berger,San Diego,WCC
2814,0.982,0.018,Caleb Love,North Carolina,ACC
